Grass
157,,534,78,84,78,109,85,100,2,False
218,,250,40,40,40,70,40,20,2,False
219,Rock,410,50,50,120,80,80,30,2,False
240,,365,45,75,37,70,55,83,2,False
244,,580,115,115,85,90,75,100,2,True
250,Flying,680,106,130,90,110,154,90,2,True
255,,310,45,60,40,70,50,45,3,False
256,Fighting,405,60,85,60,85,60,55,3,False
257,Fighting,530,80,120,70,110,70,80,3,False
257,Fighting,630,80,160,80,130,80,100,3,False
322,Ground,305,60,60,40,65,45,35,3,False
323,Ground,460,70,100,70,105,75,40,3,False
323,Ground,560,70,120,100,145,105,20,3,False
324,,470,70,85,140,85,70,20,3,False
390,,309,44,58,44,58,44,61,4,False
391,Fighting,405,64,78,52,78,52,81,4,False
392,Fighting,534,76,104,71,104,71,108,4,False
467,,540,75,95,67,125,95,83,4,False
485,Steel,600,91,90,106,130,106,77,4,True
498,,308,65,63,45,45,45,45,5,False
499,Fighting,418,90,93,55,70,55,55,5,False
500,Fighting,528,110,123,65,100,65,65,5,False
513,,316,50,53,48,53,48,64,5,False
514,,498,75,98,63,98,63,101,5,False
554,,315,70,90,45,15,45,50,5,False
555,,480,105,140,55,30,55,95,5,False
555,Psychic,540,105,30,105,140,105,55,5,False
631,,484,85,97,66,105,66,65,5,False
653,,307,40,45,40,62,60,60,6,False
654,,409,59,59,58,90,70,73,6,False
655,Psychic,534,75,69,72,114,100,104,6,False
662,Flying,382,62,73,55,56,52,84,6,False
663,Flying,499,78,81,71,74,69,126,6,False
667,Normal,369,62,50,58,73,54,72,6,False
668,Normal,507,86,68,72,109,66,106,6,False
721,Water,600,80,110,120,130,90,70,6,True
Water
1127,,314,44,48,65,50,64,43,1,False
8,,405,59,63,80,65,80,58,1,False
9,,530,79,83,100,85,105,78,1,False
9,,630,79,103,120,135,115,78,1,False
54,,320,50,52,48,65,50,55,1,False
55,,500,80,82,78,95,80,85,1,False
60,,300,40,50,40,40,40,90,1,False
61,,385,65,65,65,50,50,90,1,False
62,Fighting,510,90,95,95,70,90,70,1,False
72,Poison,335,40,40,35,50,100,70,1,False
73,Poison,515,80,70,65,80,120,100,1,False
79,Psychic,315,90,65,65,40,40,15,1,False
80,Psychic,490,95,75,110,100,80,30,1,False
80,Psychic,590,95,75,180,130,80,30,1,False
86,,325,65,45,55,45,70,45,1,False
87,Ice,475,90,70,80,70,95,70,1,False
90,,305,30,65,100,45,25,40,1,False
91,Ice,525,50,95,180,85,45,70,1,False
98,,325,30,105,90,25,25,50,1,False
99,,475,55,130,115,50,50,75,1,False
116,,295,30,40,70,70,25,60,1,False
117,,440,55,65,95,95,45,85,1,False
118,,320,45,67,60,35,50,63,1,False
119,,450,80,92,65,65,80,68,1,False
120,,340,30,45,55,70,55,85,1,False
121,Psychic,520,60,75,85,100,85,115,1,False
129,,200,20,10,55,15,20,80,1,False
130,Flying,540,95,125,79,60,100,81,1,False
130,Dark,640,95,155,109,70,130,81,1,False
131,Ice,535,130,85,80,85,95,60,1,False
134,,525,130,65,60,110,95,65,1,False
158,,314,50,65,64,44,48,43,2,False
159,,405,65,80,80,59,63,58,2,False
160,,530,85,105,100,79,83,78,2,False
170,Electric,330,75,38,38,56,56,67,2,False
171,Electric,460,125,58,58,76,76,67,2,False
183,Fairy,250,70,20,50,20,50,40,2,False
184,Fairy,420,100,50,80,60,80,50,2,False
186,,500,90,75,75,90,100,70,2,False
194,Ground,210,55,45,45,25,25,15,2,False
195,Ground,430,95,85,85,65,65,35,2,False
199,Psychic,490,95,75,80,100,110,30,2,False
211,Poison,430,65,95,75,55,55,85,2,False
222,Rock,380,55,55,85,65,85,35,2,False
223,,300,35,65,35,65,35,65,2,False
224,,480,75,105,75,105,75,45,2,False
226,Flying,465,65,40,70,80,140,70,2,False
230,Dragon,540,75,95,95,95,95,85,2,False
245,,580,100,75,115,90,115,85,2,True
258,,310,50,70,50,50,50,40,3,False
259,Ground,405,70,85,70,60,70,50,3,False
260,Ground,535,100,110,90,85,90,60,3,False
260,Ground,635,100,150,110,95,110,70,3,False
270,Grass,220,40,30,30,40,50,30,3,False
271,Grass,340,60,50,50,60,70,50,3,False
272,Grass,480,80,70,70,90,100,70,3,False
278,Flying,270,40,30,30,55,30,85,3,False
279,Flying,430,60,50,100,85,70,65,3,False
318,Dark,305,45,90,20,65,20,65,3,False
319,Dark,460,70,120,40,95,40,95,3,False
319,Dark,560,70,140,70,110,65,105,3,False
320,,400,130,70,35,70,35,60,3,False
321,,500,170,90,45,90,45,60,3,False
339,Ground,288,50,48,43,46,41,60,3,False
340,Ground,468,110,78,73,76,71,60,3,False
341,,308,43,80,65,50,35,35,3,False
342,Dark,468,63,120,85,90,55,55,3,False
349,,200,20,15,20,10,55,80,3,False
350,,540,95,60,79,100,125,81,3,False
366,,345,35,64,85,74,55,32,3,False
367,,485,55,104,105,94,75,52,3,False
368,,485,55,84,105,114,75,52,3,False
369,Rock,485,100,90,130,45,65,55,3,False
370,,330,43,30,55,40,65,97,3,False
382,,670,100,100,90,150,140,90,3,True
382,,770,100,150,90,180,160,90,3,True
393,,314,53,51,53,61,56,40,4,False
394,,405,64,66,68,81,76,50,4,False
395,Steel,530,84,86,88,111,101,60,4,False
418,,330,55,65,35,60,30,85,4,False
419,,495,85,105,55,85,50,115,4,False
422,,325,76,48,48,57,62,34,4,False
423,Ground,475,111,83,68,92,82,39,4,False
456,,330,49,49,56,49,61,66,4,False
457,,460,69,69,76,69,86,91,4,False
458,Flying,345,45,20,50,60,120,50,4,False
484,Dragon,680,90,120,100,150,120,100,4,True
489,,480,80,80,80,80,80,80,4,False
490,,600,100,100,100,100,100,100,4,False
501,,308,55,55,45,63,45,45,5,False
502,,413,75,75,60,83,60,60,5,False
503,,528,95,100,85,108,70,70,5,False
515,,316,50,53,48,53,48,64,5,False
516,,498,75,98,63,98,63,101,5,False
535,,294,50,50,40,50,40,64,5,False
536,Ground,384,75,65,55,65,55,69,5,False
537,Ground,509,105,95,75,85,75,74,5,False
550,,460,70,92,65,80,55,98,5,False
564,Rock,355,54,78,103,53,45,22,5,False
565,Rock,495,74,108,133,83,65,32,5,False
580,Flying,305,62,44,50,44,50,55,5,False
581,Flying,473,75,87,63,87,63,98,5,False
592,Ghost,335,55,40,50,65,85,40,5,False
593,Ghost,480,100,60,70,85,105,60,5,False
594,,470,165,75,80,40,45,65,5,False
647,Fighting,580,91,72,90,129,90,108,5,False
647,Fighting,580,91,72,90,129,90,108,5,False
656,,314,41,56,40,62,44,71,6,False
657,,405,54,63,52,83,56,97,6,False
658,Dark,530,72,95,67,103,71,122,6,False
692,,330,50,53,62,58,63,44,6,False
693,,500,71,73,88,120,89,59,6,False
Bug
6910,,195,45,30,35,20,20,45,1,False
11,,205,50,20,55,25,25,30,1,False
12,Flying,395,60,45,50,90,80,70,1,False
13,Poison,195,40,35,30,20,20,50,1,False
14,Poison,205,45,25,50,25,25,35,1,False
15,Poison,395,65,90,40,45,80,75,1,False
15,Poison,495,65,150,40,15,80,145,1,False
46,Grass,285,35,70,55,45,55,25,1,False
47,Grass,405,60,95,80,60,80,30,1,False
48,Poison,305,60,55,50,40,55,45,1,False
49,Poison,450,70,65,60,90,75,90,1,False
123,Flying,500,70,110,80,55,80,105,1,False
127,,500,65,125,100,55,70,85,1,False
127,Flying,600,65,155,120,65,90,105,1,False
165,Flying,265,40,20,30,40,80,55,2,False
166,Flying,390,55,35,50,55,110,85,2,False
167,Poison,250,40,60,40,40,40,30,2,False
168,Poison,390,70,90,70,60,60,40,2,False
193,Flying,390,65,65,45,75,45,95,2,False
204,,290,50,65,90,35,35,15,2,False
205,Steel,465,75,90,140,60,60,40,2,False
212,Steel,500,70,130,100,55,80,65,2,False
212,Steel,600,70,150,140,65,100,75,2,False
213,Rock,505,20,10,230,10,230,5,2,False
214,Fighting,500,80,125,75,40,95,85,2,False
214,Fighting,600,80,185,115,40,105,75,2,False
265,,195,45,45,35,20,30,20,3,False
266,,205,50,35,55,25,25,15,3,False
267,Flying,395,60,70,50,100,50,65,3,False
268,,205,50,35,55,25,25,15,3,False
269,Poison,385,60,50,70,50,90,65,3,False
283,Water,269,40,30,32,50,52,65,3,False
284,Flying,414,70,60,62,80,82,60,3,False
290,Ground,266,31,45,90,30,30,40,3,False
291,Flying,456,61,90,45,50,50,160,3,False
292,Ghost,236,1,90,45,30,30,40,3,False
313,,400,65,73,55,47,75,85,3,False
314,,400,65,47,55,73,75,85,3,False
401,,194,37,25,41,25,41,25,4,False
402,,384,77,85,51,55,51,65,4,False
412,,224,40,29,45,29,45,36,4,False
413,Grass,424,60,59,85,79,105,36,4,False
413,Ground,424,60,79,105,59,85,36,4,False
413,Steel,424,60,69,95,69,95,36,4,False
414,Flying,424,70,94,50,94,50,66,4,False
415,Flying,244,30,30,42,30,42,70,4,False
416,Flying,474,70,80,102,80,102,40,4,False
469,Flying,515,86,76,86,116,56,95,4,False
540,Grass,310,45,53,70,40,60,42,5,False
541,Grass,380,55,63,90,50,80,42,5,False
542,Grass,500,75,103,80,70,80,92,5,False
543,Poison,260,30,45,59,30,39,57,5,False
544,Poison,360,40,55,99,40,79,47,5,False
545,Poison,485,60,100,89,55,69,112,5,False
557,Rock,325,50,65,85,35,35,55,5,False
558,Rock,475,70,95,125,65,75,45,5,False
588,,315,50,75,45,40,45,60,5,False
589,Steel,495,70,135,105,60,105,20,5,False
595,Electric,319,50,47,50,57,50,65,5,False
596,Electric,472,70,77,60,97,60,108,5,False
616,,305,50,40,85,40,65,25,5,False
617,,495,80,70,40,100,60,145,5,False
632,Steel,484,58,109,112,48,48,109,5,False
636,Fire,360,55,85,55,50,55,60,5,False
637,Fire,550,85,60,65,135,105,100,5,False
649,Steel,600,71,120,95,120,95,99,5,False
664,,200,38,35,40,27,25,35,6,False
665,,213,45,22,60,27,30,29,6,False
666,Flying,411,80,52,50,90,50,89,6,False
Normal
9816,Flying,251,40,45,40,35,35,56,1,False
17,Flying,349,63,60,55,50,50,71,1,False
18,Flying,479,83,80,75,70,70,101,1,False
18,Flying,579,83,80,80,135,80,121,1,False
19,,253,30,56,35,25,35,72,1,False
20,,413,55,81,60,50,70,97,1,False
21,Flying,262,40,60,30,31,31,70,1,False
22,Flying,442,65,90,65,61,61,100,1,False
39,Fairy,270,115,45,20,45,25,20,1,False
40,Fairy,435,140,70,45,85,50,45,1,False
52,,290,40,45,35,40,40,90,1,False
53,,440,65,70,60,65,65,115,1,False
83,Flying,352,52,65,55,58,62,60,1,False
84,Flying,310,35,85,45,35,35,75,1,False
85,Flying,460,60,110,70,60,60,100,1,False
108,,385,90,55,75,60,75,30,1,False
113,,450,250,5,5,35,105,50,1,False
115,,490,105,95,80,40,80,90,1,False
115,,590,105,125,100,60,100,100,1,False
128,,490,75,100,95,40,70,110,1,False
132,,288,48,48,48,48,48,48,1,False
133,,325,55,55,50,45,65,55,1,False
137,,395,65,60,70,85,75,40,1,False
143,,540,160,110,65,65,110,30,1,False
161,,215,35,46,34,35,45,20,2,False
162,,415,85,76,64,45,55,90,2,False
163,Flying,262,60,30,30,36,56,50,2,False
164,Flying,442,100,50,50,76,96,70,2,False
174,Fairy,210,90,30,15,40,20,15,2,False
190,,360,55,70,55,40,55,85,2,False
203,Psychic,455,70,80,65,90,65,85,2,False
206,,415,100,70,70,65,65,45,2,False
216,,330,60,80,50,50,50,40,2,False
217,,500,90,130,75,75,75,55,2,False
233,,515,85,80,90,105,95,60,2,False
234,,465,73,95,62,85,65,85,2,False
235,,250,55,20,35,20,45,75,2,False
241,,490,95,80,105,40,70,100,2,False
242,,540,255,10,10,75,135,55,2,False
263,,240,38,30,41,30,41,60,3,False
264,,420,78,70,61,50,61,100,3,False
276,Flying,270,40,55,30,30,30,85,3,False
277,Flying,430,60,85,60,50,50,125,3,False
287,,280,60,60,60,35,35,30,3,False
288,,440,80,80,80,55,55,90,3,False
289,,670,150,160,100,95,65,100,3,False
293,,240,64,51,23,51,23,28,3,False
294,,360,84,71,43,71,43,48,3,False
295,,490,104,91,63,91,73,68,3,False
298,Fairy,190,50,20,40,20,40,20,3,False
300,,260,50,45,45,35,35,50,3,False
301,,380,70,65,65,55,55,70,3,False
327,,360,60,60,60,60,60,60,3,False
333,Flying,310,45,40,60,40,75,50,3,False
335,,458,73,115,60,60,60,90,3,False
351,,420,70,70,70,70,70,70,3,False
352,,440,60,90,70,60,120,40,3,False
396,Flying,245,40,55,30,30,30,60,4,False
397,Flying,340,55,75,50,40,40,80,4,False
398,Flying,485,85,120,70,50,60,100,4,False
399,,250,59,45,40,35,40,31,4,False
400,Water,410,79,85,60,55,60,71,4,False
424,,482,75,100,66,60,66,115,4,False
427,,350,55,66,44,44,56,85,4,False
428,,480,65,76,84,54,96,105,4,False
428,Fighting,580,65,136,94,54,96,135,4,False
431,,310,49,55,42,42,37,85,4,False
432,,452,71,82,64,64,59,112,4,False
440,,220,100,5,5,15,65,30,4,False
441,Flying,411,76,65,45,92,42,91,4,False
446,,390,135,85,40,40,85,5,4,False
463,,515,110,85,95,80,95,50,4,False
474,,535,85,80,70,135,75,90,4,False
486,,670,110,160,110,80,110,100,4,True
493,,720,120,120,120,120,120,120,4,True
504,,255,45,55,39,35,39,42,5,False
505,,420,60,85,69,60,69,77,5,False
506,,275,45,60,45,25,45,55,5,False
507,,370,65,80,65,35,65,60,5,False
508,,500,85,110,90,45,90,80,5,False
519,Flying,264,50,55,50,36,30,43,5,False
520,Flying,358,62,77,62,50,42,65,5,False
521,Flying,488,80,115,80,65,55,93,5,False
531,,445,103,60,86,60,86,50,5,False
531,Fairy,545,103,60,126,80,126,50,5,False
572,,300,55,50,40,40,40,75,5,False
573,,470,75,95,60,65,60,115,5,False
585,Grass,335,60,60,50,40,50,75,5,False
586,Grass,475,80,100,70,60,70,95,5,False
626,,490,95,110,95,40,95,55,5,False
627,Flying,350,70,83,50,37,50,60,5,False
628,Flying,510,100,123,75,57,75,80,5,False
648,Psychic,600,100,77,77,128,128,90,5,False
648,Fighting,600,100,128,90,77,77,128,5,False
659,,237,38,36,38,32,36,57,6,False
660,Ground,423,85,56,77,50,77,78,6,False
661,Flying,278,45,50,43,40,38,62,6,False
676,,472,75,80,60,65,90,102,6,False
Poison
2823,,288,35,60,44,40,54,55,1,False
24,,438,60,85,69,65,79,80,1,False
29,,275,55,47,52,40,40,41,1,False
30,,365,70,62,67,55,55,56,1,False
31,Ground,505,90,92,87,75,85,76,1,False
32,,273,46,57,40,40,40,50,1,False
33,,365,61,72,57,55,55,65,1,False
34,Ground,505,81,102,77,85,75,85,1,False
41,Flying,245,40,45,35,30,40,55,1,False
42,Flying,455,75,80,70,65,75,90,1,False
88,,325,80,80,50,40,50,25,1,False
89,,500,105,105,75,65,100,50,1,False
109,,340,40,65,95,60,45,35,1,False
110,,490,65,90,120,85,70,60,1,False
169,Flying,535,85,90,80,70,80,130,2,False
316,,302,70,43,53,43,53,40,3,False
317,,467,100,73,83,73,83,55,3,False
336,,458,73,100,60,100,60,65,3,False
434,Dark,329,63,63,47,41,41,74,4,False
435,Dark,479,103,93,67,71,61,84,4,False
451,Bug,330,40,50,90,30,55,65,4,False
452,Dark,500,70,90,110,60,75,95,4,False
453,Fighting,300,48,61,40,61,40,50,4,False
454,Fighting,490,83,106,65,86,65,85,4,False
568,,329,50,50,62,40,62,65,5,False
569,,474,80,95,82,60,82,75,5,False
690,Water,320,50,60,60,60,60,30,6,False
691,Dragon,494,65,75,90,97,123,44,6,False
Electric
4425,,320,35,55,40,50,50,90,1,False
26,,485,60,90,55,90,80,110,1,False
81,Steel,325,25,35,70,95,55,45,1,False
82,Steel,465,50,60,95,120,70,70,1,False
100,,330,40,30,50,55,55,100,1,False
101,,480,60,50,70,80,80,140,1,False
125,,490,65,83,57,95,85,105,1,False
135,,525,65,65,60,110,95,130,1,False
145,Flying,580,90,90,85,125,90,100,1,True
172,,205,20,40,15,35,35,60,2,False
179,,280,55,40,40,65,45,35,2,False
180,,365,70,55,55,80,60,45,2,False
181,,510,90,75,85,115,90,55,2,False
181,Dragon,610,90,95,105,165,110,45,2,False
239,,360,45,63,37,65,55,95,2,False
243,,580,90,85,75,115,100,115,2,True
309,,295,40,45,40,65,40,65,3,False
310,,475,70,75,60,105,60,105,3,False
310,,575,70,75,80,135,80,135,3,False
311,,405,60,50,40,85,75,95,3,False
312,,405,60,40,50,75,85,95,3,False
403,,263,45,65,34,40,34,45,4,False
404,,363,60,85,49,60,49,60,4,False
405,,523,80,120,79,95,79,70,4,False
417,,405,60,45,70,45,90,95,4,False
462,Steel,535,70,70,115,130,90,60,4,False
466,,540,75,123,67,95,85,95,4,False
479,Ghost,440,50,50,77,95,77,91,4,False
479,Fire,520,50,65,107,105,107,86,4,False
479,Water,520,50,65,107,105,107,86,4,False
479,Ice,520,50,65,107,105,107,86,4,False
479,Flying,520,50,65,107,105,107,86,4,False
479,Grass,520,50,65,107,105,107,86,4,False
522,,295,45,60,32,50,32,76,5,False
523,,497,75,100,63,80,63,116,5,False
587,Flying,428,55,75,60,75,60,103,5,False
602,,275,35,55,40,45,40,60,5,False
603,,405,65,85,70,75,70,40,5,False
604,,515,85,115,80,105,80,50,5,False
642,Flying,580,79,115,70,125,80,111,5,True
642,Flying,580,79,105,70,145,80,101,5,True
694,Normal,289,44,38,33,61,43,70,6,False
695,Normal,481,62,55,52,109,94,109,6,False
702,Fairy,431,67,58,57,81,67,101,6,False
Ground
3227,,300,50,75,85,20,30,40,1,False
28,,450,75,100,110,45,55,65,1,False
50,,265,10,55,25,35,45,95,1,False
51,,405,35,80,50,50,70,120,1,False
104,,320,50,50,95,40,50,35,1,False
105,,425,60,80,110,50,80,45,1,False
111,Rock,345,80,85,95,30,30,25,1,False
112,Rock,485,105,130,120,45,45,40,1,False
207,Flying,430,65,75,105,35,65,85,2,False
231,,330,90,60,60,40,40,40,2,False
232,,500,90,120,120,60,60,50,2,False
328,,290,45,100,45,45,45,10,3,False
329,Dragon,340,50,70,50,50,50,70,3,False
330,Dragon,520,80,100,80,80,80,100,3,False
343,Psychic,300,40,40,55,40,70,55,3,False
344,Psychic,500,60,70,105,70,120,75,3,False
383,,670,100,150,140,100,90,90,3,True
383,Fire,770,100,180,160,150,90,90,3,True
449,,330,68,72,78,38,42,32,4,False
450,,525,108,112,118,68,72,47,4,False
464,Rock,535,115,140,130,55,55,40,4,False
472,Flying,510,75,95,125,45,75,95,4,False
529,,328,60,85,40,30,45,68,5,False
530,Steel,508,110,135,60,50,65,88,5,False
551,Dark,292,50,72,35,35,35,65,5,False
552,Dark,351,60,82,45,45,45,74,5,False
553,Dark,519,95,117,80,65,70,92,5,False
618,Electric,471,109,66,84,81,99,32,5,False
622,Ghost,303,59,74,50,35,50,35,5,False
623,Ghost,483,89,124,80,55,80,55,5,False
645,Flying,600,89,125,90,115,80,101,5,True
645,Flying,600,89,145,90,105,80,91,5,True
Fairy
1735,,323,70,45,48,60,65,35,1,False
36,,483,95,70,73,95,90,60,1,False
173,,218,50,25,28,45,55,15,2,False
175,,245,35,20,65,40,65,20,2,False
176,Flying,405,55,40,85,80,105,40,2,False
209,,300,60,80,50,40,40,30,2,False
210,,450,90,120,75,60,60,45,2,False
468,Flying,545,85,50,95,120,115,80,4,False
669,,303,44,38,39,61,79,42,6,False
670,,371,54,45,47,75,98,52,6,False
671,,552,78,65,68,112,154,75,6,False
682,,341,78,52,60,63,65,23,6,False
683,,462,101,72,72,99,89,29,6,False
684,,341,62,48,66,59,57,49,6,False
685,,480,82,80,86,85,75,72,6,False
700,,525,95,65,65,110,130,60,6,False
716,,680,126,131,95,131,98,99,6,True
Fighting
2756,,305,40,80,35,35,45,70,1,False
57,,455,65,105,60,60,70,95,1,False
66,,305,70,80,50,35,35,35,1,False
67,,405,80,100,70,50,60,45,1,False
68,,505,90,130,80,65,85,55,1,False
106,,455,50,120,53,35,110,87,1,False
107,,455,50,105,79,35,110,76,1,False
236,,210,35,35,35,35,35,35,2,False
237,,455,50,95,95,35,110,70,2,False
296,,237,72,60,30,20,30,25,3,False
297,,474,144,120,60,40,60,50,3,False
307,Psychic,280,30,40,55,40,55,60,3,False
308,Psychic,410,60,60,75,60,75,80,3,False
308,Psychic,510,60,100,85,80,85,100,3,False
447,,285,40,70,40,35,40,60,4,False
448,Steel,525,70,110,70,115,70,90,4,False
448,Steel,625,70,145,88,140,70,112,4,False
532,,305,75,80,55,25,35,35,5,False
533,,405,85,105,85,40,50,40,5,False
534,,505,105,140,95,55,65,45,5,False
538,,465,120,100,85,30,85,45,5,False
539,,465,75,125,75,30,75,85,5,False
619,,350,45,85,50,55,50,65,5,False
620,,510,65,125,60,95,60,105,5,False
674,,348,67,82,62,46,48,43,6,False
675,Dark,495,95,124,78,69,71,58,6,False
701,Flying,500,78,92,75,74,63,118,6,False
Psychic
5763,,310,25,20,15,105,55,90,1,False
64,,400,40,35,30,120,70,105,1,False
65,,500,55,50,45,135,95,120,1,False
65,,590,55,50,65,175,95,150,1,False
96,,328,60,48,45,43,90,42,1,False
97,,483,85,73,70,73,115,67,1,False
122,Fairy,460,40,45,65,100,120,90,1,False
150,,680,106,110,90,154,90,130,1,True
150,Fighting,780,106,190,100,154,100,130,1,True
150,,780,106,150,70,194,120,140,1,True
151,,600,100,100,100,100,100,100,1,False
177,Flying,320,40,50,45,70,45,70,2,False
178,Flying,470,65,75,70,95,70,95,2,False
196,,525,65,65,60,130,95,110,2,False
201,,336,48,72,48,72,48,48,2,False
202,,405,190,33,58,33,58,33,2,False
249,Flying,680,106,90,130,90,154,110,2,True
251,Grass,600,100,100,100,100,100,100,2,False
280,Fairy,198,28,25,25,45,35,40,3,False
281,Fairy,278,38,35,35,65,55,50,3,False
282,Fairy,518,68,65,65,125,115,80,3,False
282,Fairy,618,68,85,65,165,135,100,3,False
325,,330,60,25,35,70,80,60,3,False
326,,470,80,45,65,90,110,80,3,False
358,,425,65,50,70,95,80,65,3,False
360,,260,95,23,48,23,48,23,3,False
386,,600,50,150,50,150,50,150,3,True
386,,600,50,180,20,180,20,150,3,True
386,,600,50,70,160,70,160,90,3,True
386,,600,50,95,90,95,90,180,3,True
433,,285,45,30,50,65,50,45,4,False
439,Fairy,310,20,25,45,70,90,60,4,False
475,Fighting,518,68,125,65,65,115,80,4,False
475,Fighting,618,68,165,95,65,115,110,4,False
480,,580,75,75,130,75,130,95,4,True
481,,580,80,105,105,105,105,80,4,True
482,,580,75,125,70,125,70,115,4,True
488,,600,120,70,120,75,130,85,4,False
494,Fire,600,100,100,100,100,100,100,5,True
517,,292,76,25,45,67,55,24,5,False
518,,487,116,55,85,107,95,29,5,False
527,Flying,313,55,45,43,55,43,72,5,False
528,Flying,425,67,57,55,77,55,114,5,False
561,Flying,490,72,58,80,103,80,97,5,False
574,,290,45,30,50,55,65,45,5,False
575,,390,60,45,70,75,85,55,5,False
576,,490,70,55,95,95,110,65,5,False
577,,290,45,30,40,105,50,20,5,False
578,,370,65,40,50,125,60,30,5,False
579,,490,110,65,75,125,85,30,5,False
605,,335,55,55,55,85,55,30,5,False
606,,485,75,75,75,125,95,40,5,False
677,,355,62,48,54,63,60,68,6,False
678,,466,74,48,76,83,81,104,6,False
678,,466,74,48,76,83,81,104,6,False
720,Ghost,600,80,110,60,150,130,70,6,True
720,Dark,680,80,160,60,170,130,80,6,True
Rock
4474,Ground,300,40,80,100,30,30,20,1,False
75,Ground,390,55,95,115,45,45,35,1,False
76,Ground,495,80,120,130,55,65,45,1,False
95,Ground,385,35,45,160,30,45,70,1,False
138,Water,355,35,40,100,90,55,35,1,False
139,Water,495,70,60,125,115,70,55,1,False
140,Water,355,30,80,90,55,45,55,1,False
141,Water,495,60,115,105,65,70,80,1,False
142,Flying,515,80,105,65,60,75,130,1,False
142,Flying,615,80,135,85,70,95,150,1,False
185,,410,70,100,115,30,65,30,2,False
246,Ground,300,50,64,50,45,50,41,2,False
247,Ground,410,70,84,70,65,70,51,2,False
