,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
23,"Where Are You Now","Lost Frequencies",68695,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
24,Lost,"Frank Ocean",67196,https://open.spotify.com/track/1bjhYUwKUHEg5fHknxFObO
25,"Knife Talk (with 21 Savage ft. Project Pat)",Drake,61769,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6
26,"The Family Madrigal","Stephanie Beatriz",61466,https://open.spotify.com/track/4b1yxSdlumA8N4fEk4UOZp
27,"I Love You So","The Walters",60506,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc
28,"Light Switch","Charlie Puth",59875,https://open.spotify.com/track/3AVXwaOGCEL8cmBecfcsFJ
29,"City of Gods","Fivio Foreign",59573,https://open.spotify.com/track/4huBDGP4I3S0pYI0EaRN1c
30,"Better Days (NEIKED x Mae Muller x Polo G)",NEIKED,59340,https://open.spotify.com/track/6f5ExP43esnvdKPddwKXJH
31,Pepas,Farruko,58742,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
32,"edamame (feat. Rich Brian)",bbno$,58568,https://open.spotify.com/track/5rW7qTn83sCKtqBoneJs63
33,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,58345,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1
34,"Do It To It",ACRAZE,57349,https://open.spotify.com/track/20on25jryn53hWghthWWW3
35,"One Right Now (with The Weeknd)","Post Malone",57340,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
36,"Numb Little Bug","Em Beihold",57157,https://open.spotify.com/track/3o9kpgkIcffx0iSwxhuNI2
37,Infinity,"Jaymes Young",56520,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
38,"Kiss Me More (feat. SZA)","Doja Cat",54848,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
39,"Freaky Deaky",Tyga,54759,https://open.spotify.com/track/3vySEUpD0tc801F2WZDLYw
40,"Need to Know","Doja Cat",54672,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
41,"Levitating (feat. DaBaby)","Dua Lipa",54465,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
42,"AHHH HA","Lil Durk",53342,https://open.spotify.com/track/54VFhe501kUbDYj2OrueMp
43,"Fingers Crossed","Lauren Spencer-Smith",52776,https://open.spotify.com/track/3yMC1KsTwh0ceXdIe4QQAQ
44,"Blinding Lights","The Weeknd",52620,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
45,"Sweater Weather","The Neighbourhood",52512,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
46,"Mount Everest",Labrinth,52495,https://open.spotify.com/track/1ZdhOMWyFR8Iv9eylMGYg2
47,"MIDDLE OF THE NIGHT","Elley Duhé",52436,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly
48,"Without Me",Eminem,52378,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
49,"The Real Slim Shady",Eminem,52376,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
50,"In Da Club","50 Cent",51755,https://open.spotify.com/track/7iL6o9tox1zgHpKUfh9vuC
51,Softcore,"The Neighbourhood",49927,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha
52,2055,"Sleepy Hallow",49918,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo
53,"love nwantiti (ah ah ah)",CKay,48527,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
54,"The Next Episode","Dr. Dre",48099,https://open.spotify.com/track/4LwU4Vp6od3Sb08CsP99GC
55,"MONTERO (Call Me By Your Name)","Lil Nas X",47984,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
56,"What Else Can I Do?","Diane Guerrero",47764,https://open.spotify.com/track/3XoYqtiWHhsk59frZupImG
57,"TO THE MOON","Jnr Choi",46896,https://open.spotify.com/track/5vUnjhBzRJJIAOJPde6zDx
58,"My Universe",Coldplay,46447,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI
59,"Oh My God",Adele,45901,https://open.spotify.com/track/3Kkjo3cT83cw09VJyrLNwX
60,Dandelions,"Ruth B.",45591,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
61,"No Role Modelz","J. Cole",45418,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr
62,Beggin',Måneskin,45361,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
63,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",44295,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
64,Cigarettes,"Juice WRLD",44087,https://open.spotify.com/track/42Xba467wgGvYrR2EE6s0i
65,"Mood (feat. iann dior)",24kGoldn,43285,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
66,Toxic,BoyWithUke,42789,https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v
67,"'Till I Collapse",Eminem,42709,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
68,"Dark Red","Steve Lacy",42437,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
69,"Dreams - 2004 Remaster","Fleetwood Mac",42191,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
70,RAPSTAR,"Polo G",41885,https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg
71,"drivers license","Olivia Rodrigo",41793,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
72,traitor,"Olivia Rodrigo",41565,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
73,"Way 2 Sexy (with Future & Young Thug)",Drake,41436,https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG
74,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",41240,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
75,Notion,"The Rare Occasions",41145,https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4
76,"Someone You Loved","Lewis Capaldi",41106,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
77,"All For Us",Labrinth,40733,https://open.spotify.com/track/76YSWx6L6FNsuaP6GWBb8P
78,505,"Arctic Monkeys",40394,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
79,"Meet Me At Our Spot","THE ANXIETY",40338,https://open.spotify.com/track/07MDkzWARZaLEdKxo6yArG
80,"family ties (with Kendrick Lamar)","Baby Keem",40289,https://open.spotify.com/track/3QFInJAm9eyaho5vBzxInN
81,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",40264,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
82,"Monëy so big",Yeat,40201,https://open.spotify.com/track/7BbaIYAdi3pg4MGl6PHwPv
83,"Big Energy",Latto,40062,https://open.spotify.com/track/6Zu3aw7FfjAF9WA0fA81Oq
84,"Don't Stop Believin'",Journey,39793,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
85,"Moth To A Flame (with The Weeknd)","Swedish House Mafia",39710,https://open.spotify.com/track/2gpWyfu7eZ01zzncHpxOtA
86,Sacrifice,"The Weeknd",39678,https://open.spotify.com/track/1nH2PkJL1XoUq8oE6tBZoU
87,"Fair Trade (with Travis Scott)",Drake,39413,https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS
88,"Save Your Tears","The Weeknd",39110,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
89,High,"The Chainsmokers",38976,https://open.spotify.com/track/3t4KHjd8uQpJJ2fa0fRIpR
90,"You Right","Doja Cat",38974,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
91,"The Joker And The Queen (feat. Taylor Swift)","Ed Sheeran",38628,https://open.spotify.com/track/6N1K5OVVCopBjGViHs2IvP
92,"Happier Than Ever","Billie Eilish",38448,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
93,"Dance Monkey","Tones And I",38420,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
94,"Love Sosa","Chief Keef",38237,https://open.spotify.com/track/4IowQDUOzUvNtp72HMDcKO
95,Heartless,"Kanye West",37534,https://open.spotify.com/track/4EWCNWgDS8707fNSZ1oaA5
96,"Ni**as In Paris",JAY-Z,37313,https://open.spotify.com/track/4Li2WHPkuyCdtmokzW2007
97,"Godzilla (feat. Juice WRLD)",Eminem,37300,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
98,"Banking On Me",Gunna,37213,https://open.spotify.com/track/7Fege3yv4dvehB3NdRBGwI
99,"I Hate U",SZA,37199,https://open.spotify.com/track/5dXWFMwD7I7zXsInONVl0H
100,"Waiting On A Miracle","Stephanie Beatriz",37150,https://open.spotify.com/track/3oRW9ZGPRbLRMneQ5lwflt
101,"Watermelon Sugar","Harry Styles",36947,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
102,"California Love - Original Version",2Pac,36732,https://open.spotify.com/track/3ia3dJETSOllPsv3LJkE35
103,Formula,Labrinth,36540,https://open.spotify.com/track/6EtKlIQmGPB9SX8UjDJG5s
104,"Fancy Like","Walker Hayes",36475,https://open.spotify.com/track/58UKC45GPNTflCN6nwCUeF
105,"Leave Before You Love Me (with Jonas Brothers)",Marshmello,36430,https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1
106,Riptide,"Vance Joy",36245,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
107,"Ginseng Strip 2002","Yung Lean",36068,https://open.spotify.com/track/79nEEoEPY2w8EXj9hjn5oc
108,"Martin & Gina","Polo G",35821,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
109,"Mr. Brightside","The Killers",35785,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
110,"Bois Lie","Avril Lavigne",35725,https://open.spotify.com/track/14td7C4K7BX8jsSYtgtQqy
111,"P power (feat. Drake)",Gunna,35657,https://open.spotify.com/track/0lEjxUUlKqjqXrVlIHFduD
112,"Buy Dirt","Jordan Davis",35639,https://open.spotify.com/track/69AIpwGNLxr4qS1X5ynx60
113,"Pursuit Of Happiness (Nightmare)","Kid Cudi",35620,https://open.spotify.com/track/4kTLpAbhuEGHAAdDjOIWaa
114,Circles,"Post Malone",35359,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
115,"Dancing Feet (feat. DNCE)",Kygo,35317,https://open.spotify.com/track/4RAR8g8fZNB106ezUurnE0
116,"Hypnotize - 2014 Remaster","The Notorious B.I.G.",35315,https://open.spotify.com/track/7KwZNVEaqikRSBSpyhXK2j
117,"Astronaut In The Ocean","Masked Wolf",35094,https://open.spotify.com/track/6E90gq0KO6FYZVOXx8kCcC
118,"Lucid Dreams","Juice WRLD",35081,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
119,"The Spins","Mac Miller",34808,https://open.spotify.com/track/51pshtuYkgUQnt5huMPbKL
120,Dior,"Pop Smoke",34552,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
121,"Broadway Girls (feat. Morgan Wallen)","Lil Durk",34334,https://open.spotify.com/track/3DZ8dbKg4OTSSqGARvecYd
122,"Wants and Needs (feat. Lil Baby)",Drake,34208,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
123,"Praise God","Kanye West",33928,https://open.spotify.com/track/0WSEq9Ko4kFPt8yo3ICd6T
124,MAMIII,"Becky G",33704,https://open.spotify.com/track/1ri9ZUkBJVFUdgwzCnfcYs
125,"Dos Oruguitas","Sebastian Yatra",33557,https://open.spotify.com/track/5rohUzwEoRsUvAA1Bf3DLo
126,Classic,MKTO,33463,https://open.spotify.com/track/6FE2iI43OZnszFLuLtvvmg
127,"Get Into It (Yuh)","Doja Cat",33231,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb
128,"The Business",Tiësto,33166,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
129,Sky,"Playboi Carti",33075,https://open.spotify.com/track/29TPjc8wxfz4XMn21O7VsZ
130,Believer,"Imagine Dragons",32649,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
131,"Hrs and Hrs","Muni Long",32565,https://open.spotify.com/track/3xRH6FPVtheDyNla3T1FE7
132,"Bohemian Rhapsody - Remastered 2011",Queen,32410,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
133,"deja vu","Olivia Rodrigo",32399,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
134,"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis",32384,https://open.spotify.com/track/22skzmqfdWrjJylampe0kt
135,Freaks,"Surf Curse",32218,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
136,Ophelia,"The Lumineers",32204,https://open.spotify.com/track/5NORWMFC27ywGSZxi8uquP
137,"Before You Go","Lewis Capaldi",32119,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
138,"Alien Blues",Vundabar,32015,https://open.spotify.com/track/11iIikXxC6NP0Ma8vMD27x
139,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",31942,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
140,"Tennessee Whiskey","Chris Stapleton",31902,https://open.spotify.com/track/3fqwjXwUGN6vbzIwvyFMhx
141,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",31761,https://open.spotify.com/track/5zFglKYiknIxks8geR8rcL
142,Revenge,XXXTENTACION,31757,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
143,"All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Taylor Swift",31751,https://open.spotify.com/track/5enxwA8aAbwZbf5qCHORXi
144,HUMBLE.,"Kendrick Lamar",31715,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
145,"Forgot About Dre","Dr. Dre",31612,https://open.spotify.com/track/7iXF2W9vKmDoGAhlHdpyIa
146,"Don't Start Now","Dua Lipa",31542,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
147,Bussin,"Nicki Minaj",31423,https://open.spotify.com/track/7lcI4X8RZxK4zIknJcwpBq
148,"Gangsta's Paradise",Coolio,31379,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p
149,Stan,Eminem,31194,https://open.spotify.com/track/3UmaczJpikHgJFyBTAJVoz
150,Shallow,"Lady Gaga",31111,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
151,"Roses - Imanbek Remix","SAINt JHN",30941,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
152,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,30904,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
153,"One Dance",Drake,30897,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
154,"3 Nights","Dominic Fike",30836,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
155,"All of Me","John Legend",30817,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
156,"Hotel California - 2013 Remaster",Eagles,30784,https://open.spotify.com/track/40riOy7x9W7GXjyGp4pjAv
157,"Money Trees","Kendrick Lamar",30667,https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4
158,"Say You Won't Let Go","James Arthur",30613,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
159,"20 Min","Lil Uzi Vert",30602,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng
160,"you broke me first","Tate McRae",30423,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
161,HANDSOMER,Russ,30403,https://open.spotify.com/track/4v1TTTCadimzZkTuDTnYBc
162,Promiscuous,"Nelly Furtado",30283,https://open.spotify.com/track/2gam98EZKrF9XuOkU13ApN
163,"West Coast",OneRepublic,30103,https://open.spotify.com/track/0sBJA2OCEECMs0HsdIQhvR
164,Swim,"Chase Atlantic",30102,https://open.spotify.com/track/3M0lSi5WW79CXQamgSBIjx
165,"What You Know Bout Love","Pop Smoke",30047,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
166,"All Girls Are The Same","Juice WRLD",29966,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
167,Yellow,Coldplay,29921,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
168,"Ms. Jackson",Outkast,29790,https://open.spotify.com/track/0I3q5fE6wg7LIfHGngUTnV
169,"Yeah! (feat. Lil Jon & Ludacris)",Usher,29774,https://open.spotify.com/track/5rb9QrpfcKFHM1EUbSIurX
170,"Is There Someone Else?","The Weeknd",29696,https://open.spotify.com/track/0mL82sxCRjrs3br407IdJh
171,"Die For You","The Weeknd",29667,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
172,"All Of You","Stephanie Beatriz",29585,https://open.spotify.com/track/4X25mFLehFnxa1TwtLKcE2
173,"Do We Have A Problem?","Nicki Minaj",29578,https://open.spotify.com/track/1PNs0uGru3TcrA94kpyGnc
174,"Party In The U.S.A.","Miley Cyrus",29485,https://open.spotify.com/track/3E7dfMvvCLUddWissuqMwr
175,"Space Song","Beach House",29484,https://open.spotify.com/track/7H0ya83CMmgFcOhw0UB6ow
176,"Daddy Issues","The Neighbourhood",29412,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
177,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",29383,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
178,"Hit 'Em Up - Single Version",2Pac,29355,https://open.spotify.com/track/0Z2J91b2iTGLVTZC4fKgxf
179,"Come & Go (with Marshmello)","Juice WRLD",29294,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
180,"Low (feat. T-Pain)","Flo Rida",29271,https://open.spotify.com/track/0CAfXk7DXMnon4gLudAp7J
181,"Counting Stars",OneRepublic,29187,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
182,"Ric Flair Drip (with Metro Boomin)",Offset,29150,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
183,"It Was A Good Day","Ice Cube",29052,https://open.spotify.com/track/2qOm7ukLyHUXWyR4ZWLwxA
184,"The Hills","The Weeknd",28841,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
185,"Wake Me Up",Avicii,28799,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
186,"Smells Like Teen Spirit - Remastered",Nirvana,28727,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu
187,"Take Me To Church",Hozier,28651,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
188,Redbone,"Childish Gambino",28617,https://open.spotify.com/track/0wXuerDYiBnERgIpbb3JBR
189,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,28535,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
190,goosebumps,"Travis Scott",28495,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
191,"Girls Want Girls (with Lil Baby)",Drake,28359,https://open.spotify.com/track/37Nqx7iavZpotJSDXZWbJ3
192,"Lil Bit (feat. Florida Georgia Line)",Nelly,28260,https://open.spotify.com/track/33aow0AcXYvT1FoWNzMcqN
193,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",28247,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
194,"XO Tour Llif3","Lil Uzi Vert",28181,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
195,"Calling My Phone","Lil Tjay",28178,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
196,"Young, Wild & Free (feat. Bruno Mars)","Snoop Dogg",28067,https://open.spotify.com/track/6YbhspuOar1D9WSSnfe7ds
197,"The Night We Met","Lord Huron",28036,https://open.spotify.com/track/3hRV0jL3vUpRrcy398teAU
198,"Goosebumps - Remix","Travis Scott",28012,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
199,"Rocket Man (I Think It's Going To Be A Long, Long Time)","Elton John",27992,https://open.spotify.com/track/3gdewACMIVMEWVbyb8O9sY
200,"lovely (with Khalid)","Billie Eilish",27939,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
