9700258,ATC2O, 69
9700258,FEF3U, 84
9466463,SB14U, 67
9466463,CLU4U, 83
9466463,CGC1D, 60
9466463,BAF3M, 97
9268510,BBB4M, 90
9268510,FSF1P, 95
9268510,CIE3M, 84
9268510,BAI3E, 57
9319125,PSE4U, 57
9319125,TGJ3M, 97
9319125,BAN4E, 72
9319125,SNC1D, 79
9634230,TIJ2O, 64
9634230,CPW4U, 85
9634230,SNC4E, 67
9634230,MDM1D, 69
9815483,MDM4U, 75
9815483,HIP3E, 70
9815483,ICS4U, 90
9815483,HZT4U, 70
9733044,BAN4E, 90
9733044,ATC2O, 92
9733044,ENG4C, 87
9733044,FSF4U, 56
9190185,BAF3M, 73
9190185,CGC1P, 61
9190185,BAT4M, 93
9190185,BAI3E, 84
9714751,MCV4U, 55
9714751,PLF4C, 66
9714751,PPZ3O, 80
9714751,ATC4M, 79
9011310,FIF1D, 63
9011310,BTT1O, 66
9011310,CGC1P, 64
9011310,CPW4U, 88
9453845,TGJ4M, 64
9453845,BOH4M, 71
9453845,MDM4U, 71
9453845,ICS4U, 93
9735285,CHV2O, 90
9735285,CGT3E, 67
9735285,FSF4O, 91
9735285,FSF3U, 95
9726180,SNC2D, 77
9726180,ADA3M, 53
9726180,SPH3U, 68
9726180,ADA4E, 96
9858631,SNC4E, 55
9858631,ATC1O, 59
9858631,TEJ3E, 59
9858631,ATC4E, 88
9186577,SCH3U, 85
9186577,FIF3U, 76
9186577,TEJ3M, 63
9186577,HFA4M, 85
9220163,SPH3U, 77
9220163,CHY4C, 73
9220163,TEJ4M, 63
9220163,TIJ2O, 91
9820861,SNC4E, 76
9820861,MFM2P, 66
9820861,ENG2D, 82
9820861,CGC1D, 79
9218381,ATC2O, 80
9218381,CHV2O, 61
9218381,TEJ3M, 59
9218381,TGJ3O, 74
9026970,HPW3C, 96
9026970,SPH3U, 83
9026970,TEJ4M, 77
9026970,ENG3C, 100
9840577,MFM2P, 77
9840577,CGW4U, 78
9840577,SCH3U, 64
9840577,CHY4U, 80
9158931,FEF3U, 82
9158931,TGJ3O, 84
9158931,MCF3M, 66
9158931,MFM2P, 67
9146630,FSF4O, 62
9146630,BAI3E, 65
9146630,CLU4U, 62
9146630,CGF3M, 94
9222397,CPW4U, 56
9222397,ENG1D, 65
9222397,CIE3M, 60
9222397,TEJ3E, 70
9594189,ADA4E, 77
9594189,SB14U, 56
9594189,SNC1D, 61
9594189,FSF2P, 71
9478469,PPZ3O, 65
9478469,CGT3E, 69
9478469,ELS2O, 64
9478469,TGJ4O, 94
9474992,CLU3M, 77
9474992,SB14U, 63
9474992,CGW4U, 93
9474992,TGJ4O, 58
9859829,ATC3M, 71
9859829,MFM2P, 61
9859829,CHI4U, 59
9859829,BBB4M, 77
9660312,MAP4C, 55
9660312,TGJ3M, 87
9660312,ADA2O, 96
9660312,MDM4U, 100
9486747,CGG3O, 88
9486747,ADA4M, 88
9486747,FSF4O, 69
9486747,ACL1O, 67
9545625,CLU4U, 59
9545625,CPW4U, 73
9545625,FSF2D, 75
9545625,SNC1P, 80
9303683,ENG1D, 72
9303683,MCV4U, 83
9303683,HFN1O, 53
9303683,TEJ3M, 87
9453765,BTT1O, 88
9453765,HFN2O, 95
9453765,MCV4U, 75
9453765,SPH4U, 70
9208463,HNC3O, 72
9208463,ADA3M, 78
9208463,FSF3U, 89
9208463,CGT3E, 60
9839099,HFN2O, 80
9839099,BAI3E, 93
9839099,FSF1P, 94
9839099,SNC4M, 78
9377063,ICS2O, 55
9377063,TGJ4O, 96
9377063,CGC1P, 78
9377063,HZT4U, 95
9746092,HFN1O, 64
9746092,MDM1D, 72
9746092,BOG4E, 89
9746092,CIC3E, 97
9433201,SNC1P, 59
9433201,ELS2O, 72
9433201,ADA2O, 85
9433201,CPC3O, 90
9411418,MCREU, 90
9411418,CPW4U, 57
9411418,ADA3O, 69
9411418,MFM2P, 91
9552246,ADA1O, 91
9552246,SNC2P, 81
9552246,FSF3O, 69
9552246,CGC1P, 54
9661495,TGJ4M, 92
9661495,BAT4M, 60
9661495,SPH3U, 69
9661495,ADA4M, 85
9377996,TEJ20, 96
9377996,FSF1D, 57
9377996,TEJ3E, 86
9377996,CGW4U, 90
9781195,ICS2O, 83
9781195,HFN1O, 74
9781195,ENG2P, 53
9781195,CLU3M, 79
9264089,BBI1O, 100
9264089,SB14U, 57
9264089,ATC4E, 66
9264089,PPZ3O, 62
9513557,TGJ3M, 100
9513557,ENG2D, 81
9513557,FIF1D, 70
9513557,ENG4U, 72
9186784,PLF4C, 66
9186784,ENG2D, 82
9186784,TEJ4M, 88
9186784,ENG4C, 65
9890569,ATC4M, 95
9890569,ADA1O, 56
9890569,ICS3U, 56
9890569,ADA4E, 53
9776824,BOH4M, 60
9776824,ENG1D, 87
9776824,SNC1P, 89
9776824,FSF2D, 94
9669169,CGG3O, 53
9669169,CIA4U, 59
9669169,BBI1O, 96
9669169,SNC2P, 57
9836378,CGC1D, 57
9836378,FSF4O, 100
9836378,SBI3U, 65
9836378,SCH3U, 62
9466478,ATC2O, 93
9466478,CHV2O, 93
9466478,MFM2P, 85
9466478,ENG3U, 59
9173434,CGT3E, 76
9173434,HFN2O, 66
9173434,BAN4E, 95
9173434,ENG1D, 83
9531905,BOG4E, 95
9531905,FSF3U, 61
9531905,MPM2D, 76
9531905,CHY4C, 63
9868136,PPZ3O, 77
9868136,SNC1D, 65
9868136,TEJ3E, 55
9868136,FSF1D, 68
9435857,ADA2O, 98
9435857,SB14U, 54
9435857,FSF4U, 53
9435857,ICS4U, 55
9905599,ATC4M, 91
9905599,FIF1D, 73
9905599,MAP4C, 66
9905599,ENG4U, 79
9154920,FSF3U, 89
9154920,ADA2O, 100
9154920,CGC1D, 69
9154920,ENG4C, 66
9082349,MAP4C, 61
9082349,FIF3U, 83
9082349,CPC3O, 57
9082349,ENG2P, 71
9764971,BTT1O, 95
9764971,ADA3O, 53
9764971,ELS2O, 65
9764971,MEL4E, 92
9763435,TIJ2O, 66
9763435,SNC4M, 91
9763435,HFN2O, 54
9763435,BAI3E, 58
9999884,MCT4C, 55
9999884,SPH4U, 71
9999884,PSE4U, 99
9999884,MCREU, 70
9897269,ATC1O, 63
9897269,ADA1O, 99
9897269,SNC1D, 54
9897269,PPZ3O, 72
9541202,FIF3U, 99
9541202,TGJ4M, 84
9541202,FEF2D, 53
9541202,SPH4U, 77
9952918,PPL1O, 71
9952918,SNC4E, 57
9952918,SCH4U, 74
9952918,ENG4U, 82
9237448,FEF3U, 76
9237448,BAN4E, 88
9237448,MEL4E, 79
9237448,SB14U, 84
9774312,ICS3U, 59
9774312,FEF2D, 79
9774312,ATC4E, 81
9774312,BAN4E, 91
9848350,FSF3O, 96
9848350,MPM2D, 68
9848350,BBB4M, 80
9848350,ENG4C, 54
9729758,MPM1P, 53
9729758,PPL1O, 57
9729758,TIJ2O, 71
9729758,MCT4C, 79
9375679,CHY4C, 90
9375679,MCF3M, 84
9375679,CHI4U, 59
9375679,BTT1O, 66
9405075,CGD3M, 71
9405075,MPM1P, 81
9405075,CPW4U, 60
9405075,SNC4M, 85
9856824,CIA4U, 57
9856824,TGJ3M, 65
9856824,SNC1P, 73
9856824,ATC3O, 95
9258192,ADA1O, 95
9258192,PPZ3O, 58
9258192,BBI1O, 64
9258192,ICS2O, 76
9461413,PPL3O, 58
9461413,TGJ4O, 92
9461413,TIJ2O, 93
9461413,CGF3M, 94
9281798,ADA3O, 82
9281798,MFM2P, 95
9281798,BOH4M, 66
9281798,MEL4E, 60
9977361,THJ4E, 100
9977361,ADA2O, 83
9977361,ATC3O, 72
9977361,ICS4U, 81
9805269,ICS3U, 72
9805269,ELS2O, 92
9805269,ICS4U, 89
9805269,FIF3U, 92
9390801,MCREU, 88
9390801,MDM1D, 81
9390801,CHY4U, 55
9390801,FIF1D, 67
9147436,MPM1P, 97
9147436,CGW4U, 96
9147436,FSF3U, 74
9147436,TEJ20, 78
9109761,TEJ4M, 94
9109761,MPM1P, 74
9109761,HIP3E, 64
9109761,FSF1P, 75
9228925,TGJ4O, 70
9228925,CIC3E, 56
9228925,CGG3O, 63
9228925,CGC1P, 64
9806458,PPL1O, 98
9806458,PLF4C, 59
9806458,SPH4U, 58
9806458,CGW4U, 92
9044983,ICS2O, 58
9044983,ENG1P, 86
9044983,ADA4M, 86
9044983,CLU3M, 92
9772621,FEF2D, 61
9772621,HPC3O, 63
9772621,CGT3E, 73
9772621,HPW3C, 55
9023816,AEA3O, 96
9023816,BAT4M, 80
9023816,TGJ4M, 81
9023816,FSF2P, 60
9599351,ADA2O, 87
9599351,PLF4C, 89
9599351,MHF4U, 64
9599351,TEJ3E, 53
9039309,SPH3U, 86
9039309,PPL2O, 82
9039309,SCH4U, 90
9039309,CPC3O, 56
9668286,BAN4E, 94
9668286,HFA4M, 63
9668286,PPK4O, 62
9668286,SNC1P, 77
9533351,FSF4O, 82
9533351,MPM1P, 97
9533351,BOG4E, 96
9533351,CPW4U, 93
9334917,PSE4U, 62
9334917,HFN2O, 85
9334917,SNC4M, 68
9334917,ENG2D, 95
9138692,CIA4U, 61
9138692,ENG1P, 83
9138692,CHV2O, 84
9138692,TIJ2O, 100
9009991,ENG2P, 90
9009991,TEJ3E, 84
9009991,CGT3E, 96
9009991,TGJ3O, 63
9655883,ENG4U, 83
9655883,CIA4U, 53
9655883,HPC3O, 94
9655883,PPL1O, 88
9322896,FSF1D, 99
9322896,ATC2O, 73
9322896,CGW4U, 83
9322896,CIC3E, 87
9874449,CLU3M, 96
9874449,MCV4U, 82
9874449,MPM1P, 70
9874449,ENG3U, 64
9887858,ATC3M, 81
9887858,ENG2P, 63
9887858,ADA2O, 91
9887858,TEJ3E, 88
9226621,FSF1P, 54
9226621,ICS4U, 58
9226621,PSE4U, 53
9226621,TEJ4M, 79
9605752,FSF2D, 62
9605752,ADA4M, 58
9605752,FEF3U, 86
9605752,HFN2O, 99
9436003,MPM2D, 99
9436003,ENG4U, 91
9436003,FEF3U, 71
9436003,BAF3M, 61
9301446,SBI3U, 97
9301446,HNC3O, 72
9301446,CGF3M, 93
9301446,HPW3C, 79
9666214,FSF4O, 93
9666214,HFN1O, 93
9666214,BAN4E, 55
9666214,CGC1P, 55
9613512,AEA3O, 60
9613512,ENG4C, 64
9613512,ENG4U, 62
9613512,PLF4C, 73
9390903,BBB4E, 57
9390903,FEF3U, 80
9390903,ADA2O, 74
9390903,ADA3M, 96
9128217,SNC4M, 67
9128217,MPM2D, 98
9128217,ADA4M, 72
9128217,ICS3U, 92
9849147,CHI4U, 53
9849147,ENG3C, 54
9849147,ICS3U, 55
9849147,ATC3M, 85
9359730,PPK4O, 80
9359730,ATC2O, 100
9359730,ATC1O, 93
9359730,CIE3M, 92
9364471,BBB4E, 94
9364471,ATC2O, 75
9364471,PSE4U, 86
9364471,CHY4C, 74
9650890,AEA3O, 85
9650890,CGD3M, 75
9650890,TEJ3M, 78
9650890,CGG3O, 98
9887237,HZT4U, 97
9887237,SCH4U, 77
9887237,BAN4E, 86
9887237,CGT3E, 54
9114890,BTT1O, 78
9114890,BOG4E, 84
9114890,CHY4C, 78
9114890,PPK4O, 92
9619784,PLF4C, 64
9619784,TGJ4O, 81
9619784,ENG4C, 60
9619784,CPW4U, 69
9173840,ENG1P, 96
9173840,ADA3M, 73
9173840,FSF4U, 71
9173840,HNC3O, 53
9826859,SNC1D, 75
9826859,SCH4U, 75
9826859,MEL4E, 66
9826859,TEJ3E, 53
9773728,FIF3U, 81
9773728,AEA3O, 74
9773728,TIJ2O, 55
9773728,ATC4M, 64
9730122,CIA4U, 75
9730122,SNC1P, 76
9730122,TEJ3M, 83
9730122,CHV2O, 69
9788440,MCF3M, 77
9788440,AEA3O, 85
9788440,CHV2O, 66
9788440,ENG4C, 62
9377374,ENG1D, 56
9377374,FEF3U, 83
9377374,ATC4E, 84
9377374,BAT4M, 77
9901600,BTT1O, 71
9901600,CHI4U, 92
9901600,MPM1P, 78
9901600,HFA4M, 54
9628096,MDM4U, 77
9628096,THJ4E, 73
9628096,HFN2O, 79
9628096,CHY4C, 58
9235752,MCREU, 92
9235752,ENG1D, 63
9235752,MPM1P, 56
9235752,CGF3M, 84
9385520,MPM1P, 94
9385520,HZT4U, 92
9385520,ATC3O, 58
9385520,CHI4U, 89
9874415,MCF3M, 59
9874415,ENG1D, 90
9874415,PPL1O, 98
9874415,MCREU, 85
9108959,TEJ4M, 53
9108959,BBB4M, 84
9108959,SCH4U, 64
9108959,CGC1D, 56
9928039,FSF1P, 86
9928039,ADA3O, 66
9928039,CHY4U, 71
9928039,HFN1O, 88
9469073,TIJ2O, 81
9469073,FSF3U, 61
9469073,BOG4E, 79
9469073,TGJ3O, 54
9040857,SPH4U, 85
9040857,CIE3M, 92
9040857,TGJ4M, 72
9040857,ADA1O, 82
9295471,ATC4M, 93
9295471,BAF3M, 74
9295471,SNC1D, 100
9295471,ICS4U, 90
9092695,SPH3U, 76
9092695,CHY4U, 100
9092695,SNC1D, 65
9092695,CGG3O, 72
9946850,CGD3M, 62
9946850,MAP4C, 93
9946850,TGJ3M, 82
9946850,SB14U, 79
9716581,TGJ4O, 79
9716581,AEA3O, 65
9716581,TGJ3O, 85
9716581,TIJ2O, 78
9555772,SCH3U, 96
9555772,SBI3U, 98
9555772,HPW3C, 99
9555772,SCH4U, 97
9926309,SNC4M, 57
9926309,ATC2O, 85
9926309,SCH4U, 58
9926309,TGJ4M, 79
9311567,ICS4U, 55
9311567,MCT4C, 71
9311567,ENG1D, 65
9311567,BBB4M, 69
9416399,HIP3E, 86
9416399,CGD3M, 89
9416399,BBI1O, 74
9416399,FSF4O, 95
9686557,CIA4U, 60
9686557,MCREU, 75
9686557,CHI4U, 74
9686557,CLU4U, 98
9135581,TEJ20, 64
9135581,MDM1D, 72
9135581,FSF1P, 88
9135581,ATC1O, 82
9715371,ENG3C, 99
9715371,CGF3M, 67
9715371,HPC3O, 67
9715371,SNC1P, 65
9036319,PPL3O, 85
9036319,FSF4O, 93
9036319,CGW4U, 58
9036319,SNC2D, 57
9994855,ENG1P, 63
9994855,ENG4U, 84
9994855,MDM1D, 85
9994855,MPM1P, 98
9923546,CIA4U, 65
9923546,CPC3O, 68
9923546,BAF3M, 63
9923546,ATC4E, 89
9658987,SNC2D, 85
9658987,CHI4U, 89
9658987,ATC3O, 61
9658987,FSF3O, 91
9528219,HPC3O, 71
9528219,MCF3M, 64
9528219,HPW3C, 97
9528219,MPM1P, 87
9636320,TGJ4O, 98
9636320,MCT4C, 95
9636320,ADA4E, 59
9636320,BBB4M, 79
9720359,MHF4U, 55
9720359,HIP3E, 97
9720359,PPZ3O, 65
9720359,BOH4M, 98
9117004,FSF2D, 86
9117004,CGC1D, 64
9117004,MCT4C, 65
9117004,FSF1D, 83
9986106,FSF2P, 75
9986106,ADA1O, 84
9986106,CHY4C, 56
9986106,FIF3U, 77
9488069,HFA4M, 79
9488069,CGW4U, 84
9488069,FSF2P, 58
9488069,ENG2P, 55
9664982,ADA4E, 55
9664982,ICS2O, 73
9664982,ENG3C, 99
9664982,CLU3M, 74
9787782,SNC1D, 70
9787782,SBI3U, 89
9787782,CHY4C, 61
9787782,TEJ4M, 98
9282023,TGJ4O, 84
9282023,MDM4U, 77
9282023,CIA4U, 55
9282023,SNC2P, 87
9995672,BAN4E, 99
9995672,FSF3U, 98
9995672,HHS4M, 60
9995672,TIJ2O, 98
9934680,MAP4C, 87
9934680,SNC1P, 78
9934680,CGW4U, 54
9934680,CGG3O, 71
9388989,CGT3E, 74
9388989,ENG2P, 62
9388989,ENG4C, 98
9388989,BOG4E, 63
9718713,BAN4E, 73
9718713,FIF1D, 66
9718713,FSF1D, 97
9718713,HFA4M, 67
9044731,FEF2D, 76
9044731,FSF3O, 68
9044731,SCH4U, 77
9044731,MCREU, 75
9393523,SNC4M, 85
9393523,ATC1O, 81
9393523,TGJ4M, 57
9393523,CPC3O, 73
9449145,TGJ3O, 84
9449145,CGD3M, 55
9449145,TIJ2O, 71
9449145,BOG4E, 73
9793105,MHF4U, 94
9793105,ADA3O, 87
9793105,FSF4U, 77
9793105,MDM1D, 93
9677108,AEA3O, 98
9677108,FIF1D, 88
9677108,SNC1D, 55
9677108,CIA4U, 95
9536311,CIC3E, 85
9536311,FSF4O, 70
9536311,CHV2O, 83
9536311,ADA3M, 73
9106515,BOH4M, 97
9106515,HFA4M, 78
9106515,BAT4M, 90
9106515,CGD3M, 84
9874628,CLU4U, 91
9874628,TEJ3M, 69
9874628,HNC3O, 73
9874628,MEL4E, 81
9167830,MPM1P, 76
9167830,FSF2P, 55
9167830,ATC1O, 59
9167830,HPC3O, 85
9281170,BBB4M, 96
9281170,SNC2D, 90
9281170,ENG1P, 91
9281170,SNC4M, 99
9285739,FSF2P, 91
9285739,CLU3M, 71
9285739,SBI3U, 82
9285739,ICS3U, 82
9949996,SNC4M, 56
9949996,TIJ2O, 59
9949996,ADA2O, 58
9949996,MHF4U, 98
9533044,MCF3M, 60
9533044,ADA1O, 81
9533044,SBI3U, 74
9533044,CGG3O, 94
9725622,CGC1D, 53
9725622,CHY4C, 56
9725622,CIA4U, 78
9725622,ENG4U, 55
9433489,ATC4E, 63
9433489,ENG3U, 69
9433489,TEJ20, 61
9433489,AEA3O, 98
9239685,SNC1D, 63
9239685,PPK4O, 68
9239685,MPM2D, 86
9239685,HNC3O, 98
9991232,CGC1D, 87
9991232,SPH4U, 85
9991232,BAI3E, 88
9991232,HNC3O, 62
9095880,SNC2D, 57
9095880,ADA2O, 79
9095880,MAP4C, 91
9095880,SCH4U, 70
9068070,ICS3U, 60
9068070,ATC1O, 91
9068070,HHS4M, 65
9068070,CLU4U, 79
9525763,MCF3M, 72
9525763,MCT4C, 88
9525763,CPW4U, 93
9525763,PPL3O, 85
9977687,THJ4E, 76
9977687,HPC3O, 71
9977687,SNC2D, 88
9977687,ADA3M, 86
9813677,BBB4E, 81
9813677,CPC3O, 71
9813677,FSF3O, 97
9813677,AEA3O, 74
9930377,FSF4O, 69
9930377,HIP3E, 76
9930377,BBB4E, 72
9930377,TGJ3O, 75
9932544,ATC2O, 81
9932544,ATC3O, 55
9932544,MCT4C, 77
9932544,ENG1P, 83
9778195,HZT4U, 96
9778195,TGJ3M, 94
9778195,ELS2O, 84
9778195,TGJ3O, 97
9923870,BOH4M, 91
9923870,ADA3O, 57
9923870,SBI3U, 81
9923870,TGJ4O, 95
9595886,HPW3C, 61
9595886,PPL1O, 95
9595886,FSF2P, 59
9595886,ELS2O, 73
9885873,FSF4O, 58
9885873,SNC2P, 66
9885873,ENG1P, 75
9885873,FSF4U, 63
9415768,ADA3M, 66
9415768,MCV4U, 57
9415768,ENG3C, 98
9415768,SCH3U, 69
9814116,SBI3U, 94
9814116,PLF4C, 82
9814116,TEJ3M, 67
9814116,HFN2O, 56
9678848,CIE3M, 85
9678848,FSF3O, 71
9678848,CIC3E, 88
9678848,SPH4U, 82
9527503,ENG4U, 98
9527503,ADA2O, 67
9527503,MCREU, 88
9527503,FIF3U, 95
9028497,FSF1P, 73
9028497,BAT4M, 88
9028497,ATC2O, 81
9028497,ATC4M, 100
9605410,TGJ4M, 75
9605410,MHF4U, 72
9605410,BOG4E, 67
9605410,ADA4E, 73
9544417,TEJ3M, 56
9544417,ENG4U, 55
9544417,FEF2D, 59
9544417,MEL4E, 55
9102337,ATC3O, 78
9102337,TIJ2O, 58
9102337,ADA3M, 74
9102337,HHS4M, 68
9538663,TGJ3O, 72
9538663,FEF3U, 92
9538663,TGJ4M, 84
9538663,HNC3O, 56
9769435,HPW3C, 96
9769435,CGC1D, 91
9769435,FEF3U, 99
9769435,PPL3O, 63
9886527,ATC1O, 91
9886527,PPK4O, 95
9886527,SB14U, 91
9886527,BAF3M, 68
9984031,TEJ4M, 92
9984031,MPM1P, 92
9984031,ATC1O, 60
9984031,MEL4E, 59
9109751,TEJ20, 88
9109751,TGJ4O, 83
9109751,FSF2P, 76
9109751,MEL4E, 69
9927120,SNC2D, 65
9927120,FSF4O, 98
9927120,FSF3U, 82
9927120,PPZ3O, 63
9695441,FIF1D, 75
9695441,SPH3U, 88
9695441,ADA3M, 85
9695441,PPL3O, 91
9947555,BAI3E, 55
9947555,CGF3M, 90
9947555,MCV4U, 96
9947555,BAN4E, 98
9869933,CGF3M, 64
9869933,PPL3O, 76
9869933,MCREU, 64
9869933,CLU4U, 91
9858573,TEJ20, 69
9858573,BOG4E, 57
9858573,ATC2O, 84
9858573,ENG4C, 88
9931356,ICS2O, 66
9931356,CGF3M, 92
9931356,MPM2D, 70
9931356,CIE3M, 58
9493270,ENG3U, 90
9493270,TGJ3O, 88
9493270,SCH3U, 82
9493270,TGJ3M, 90
9658689,FSF1D, 80
9658689,CHV2O, 56
9658689,FIF3U, 94
9658689,CPW4U, 58
9389016,FSF2D, 82
9389016,TGJ4M, 87
9389016,ENG3C, 81
9389016,TEJ3E, 64
9439196,ICS3U, 54
9439196,BOH4M, 80
9439196,TEJ20, 59
9439196,SCH3U, 72
9302891,CHI4U, 94
9302891,MCF3M, 72
9302891,SB14U, 58
9302891,ADA3O, 56
9315728,CLU3M, 78
9315728,CHI4U, 100
9315728,ENG4C, 60
9315728,CHY4U, 64
9532488,CGG3O, 79
9532488,FSF3O, 86
9532488,MAP4C, 80
9532488,CHI4U, 59
9482662,ENG1D, 61
9482662,MDM4U, 56
9482662,ATC1O, 91
9482662,TGJ3M, 69
9577956,ENG1P, 73
9577956,ADA3O, 79
9577956,FSF4U, 70
9577956,SCH3U, 86
9824222,AEA3O, 58
9824222,CGC1D, 80
9824222,TEJ20, 78
9824222,FEF3U, 83
9713082,CGG3O, 82
9713082,PPK4O, 63
9713082,BBB4E, 53
9713082,HIP3E, 96
9483693,FSF4O, 75
9483693,ADA4E, 79
9483693,FSF3O, 71
9483693,ENG3C, 75
9615345,SB14U, 83
9615345,ENG1P, 85
9615345,FSF2D, 93
9615345,SPH4U, 56
9101701,ADA1O, 79
9101701,CHV2O, 54
9101701,PPL1O, 72
9101701,ENG1D, 95
9981657,SPH3U, 63
9981657,ADA3M, 56
9981657,CHI4U, 75
9981657,FSF2P, 67
9871291,ACL1O, 77
9871291,SNC1P, 53
9871291,CLU4U, 59
9871291,TEJ20, 84
9168041,CGT3E, 95
9168041,ADA3O, 74
9168041,CLU3M, 81
9168041,TGJ4O, 74
9489496,ADA4M, 84
9489496,SNC1P, 71
9489496,ENG4C, 85
9489496,MCF3M, 85
9449784,ATC1O, 94
9449784,ENG1P, 59
9449784,PPK4O, 61
9449784,MCREU, 84
9146383,BOH4M, 72
9146383,SPH3U, 66
9146383,FSF1P, 71
